Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Region_Australia and New Zealand,Region_Central and Eastern Europe,Region_Eastern Asia,Region_Latin America and Caribbean,Region_Middle East and Northern Africa,Region_North America,Region_Southeastern Asia,Region_Southern Asia,Region_Sub-Saharan Africa,Region_Western Europe,Year_2015,Year_2016,Year_2017,Year_2018,Year_2019
United Arab Emirates,21,6.825,1.503,1.31,0.825,0.598,0.182,0.262,2.1450000000000005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Croatia,75,5.432,1.155,1.266,0.914,0.29600000000000004,0.022,0.119,1.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico,23,6.595,1.07,1.3230000000000002,0.861,0.433,0.073,0.07400000000000001,2.761,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Central African Republic,155,3.083,0.024,0.0,0.01,0.305,0.038,0.218,2.4880000000000004,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Bolivia,61,5.779,0.7759999999999999,1.209,0.706,0.511,0.064,0.13699999999999998,2.376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Zambia,125,4.377,0.562,1.047,0.295,0.503,0.08199999999999999,0.221,1.6669999999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Kyrgyzstan,98,5.0040001869201705,0.5962200760841371,1.39423859119415,0.553457796573639,0.454943388700485,0.0394391790032387,0.42858037352562,1.5371207818389006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Azerbaijan,80,5.2120000000000015,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.0007900000000007,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Senegal,115,4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.37792226672172496,0.115460447967052,0.183468893170357,1.7897844538092662,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Albania,109,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.92793,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Mexico,21,6.778,1.1150799999999998,0.7146,0.71143,0.37709,0.18355,0.11735,3.5589,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Palestinian Territories,108,4.754,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154,2.4039200000000003,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Somaliland Region,97,5.057,0.25558000000000003,0.75862,0.33108000000000004,0.3913,0.36794,0.51479,2.4376899999999995,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Togo,155,3.303,0.28123000000000004,0.0,0.24811,0.34678000000000003,0.11587,0.17517,2.13584,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Chile,27,6.67,1.10715,1.12447,0.85857,0.44132,0.12869,0.33363000000000004,2.676169999999999,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mauritius,55,5.891,1.09,1.3869999999999998,0.684,0.584,0.05,0.245,1.851,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Australia,9,7.313,1.44443,1.10476,0.8512,0.5683699999999999,0.32331,0.47407,2.54686,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cameroon,107,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.0513066314160824,0.23629845678806305,2.3337906338274506,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Poland,57,5.835,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,2.20039,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Egypt,135,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59905,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Haiti,147,3.597,0.32299999999999995,0.688,0.449,0.026,0.11,0.419,1.582,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Netherlands,7,7.338999999999999,1.46468,1.02912,0.8123100000000001,0.55211,0.29927,0.47416,2.7073499999999986,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Nicaragua,43,6.07100009918213,0.737299203872681,1.28721570968628,0.6530959606170649,0.447551846504211,0.130687981843948,0.301674216985703,2.5134751796722417,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Japan,58,5.886,1.327,1.419,1.088,0.445,0.14,0.069,1.3980000000000006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Belize,49,5.956,0.807,1.101,0.474,0.593,0.08900000000000001,0.183,2.7090000000000014,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Syria,156,3.006,0.6632,0.47489,0.7219300000000001,0.15684,0.18906,0.47179,0.3282900000000004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Yemen,147,3.724,0.57939,0.47493,0.31048000000000003,0.2287,0.058920000000000014,0.09821,1.97337,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Thailand,52,6.007999999999999,1.05,1.409,0.828,0.557,0.028,0.359,1.7769999999999992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Philippines,71,5.524,0.775,1.3119999999999998,0.513,0.643,0.105,0.12,2.0560000000000005,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Haiti,119,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2.24191,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Libya,72,5.525,1.044,1.3030000000000002,0.6729999999999999,0.416,0.152,0.133,1.804,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Cambodia,140,3.907,0.55604,0.5375,0.42494,0.5885199999999999,0.08092,0.40339,1.3156900000000005,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Portugal,94,5.122999999999998,1.27607,0.94367,0.7936300000000001,0.44727,0.01521,0.11691,1.5302399999999992,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Israel,11,7.267,1.33766,0.99537,0.8491700000000001,0.36432,0.08728,0.32288,3.3103200000000004,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Guinea,140,3.964,0.344,0.792,0.211,0.394,0.094,0.185,1.944,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Latvia,53,5.933,1.148,1.454,0.6709999999999999,0.363,0.066,0.092,2.139,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Slovenia,51,5.948,1.219,1.506,0.856,0.633,0.051,0.16,1.5229999999999988,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Yemen,146,3.59299993515015,0.5916834473609921,0.93538224697113,0.310080915689468,0.24946372210979506,0.0567674227058887,0.104125209152699,1.3454969711601774,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Philippines,82,5.279,0.81217,0.87877,0.4703600000000001,0.5485399999999999,0.11757,0.21674,2.23485,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Malta,30,6.488,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237,1.99039,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Israel,11,7.278,1.2285700000000002,1.22393,0.91387,0.41319,0.07785,0.33172,3.0888699999999987,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Algeria,84,5.295,0.979,1.154,0.687,0.077,0.135,0.055,2.208,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Dominican Republic,83,5.3020000000000005,0.982,1.4409999999999998,0.614,0.578,0.106,0.12,1.4610000000000007,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Italy,36,6.223,1.294,1.4880000000000002,1.039,0.231,0.03,0.158,1.9829999999999988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Luxembourg,20,6.871,1.69752,1.03999,0.8454200000000001,0.5487,0.35329,0.27571,2.11037,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Albania,109,4.64400005340576,0.996192753314972,0.8036852478981021,0.731159746646881,0.381498634815216,0.0398642159998417,0.201312944293022,1.4902865104377248,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Libya,70,5.566,0.985,1.35,0.5529999999999999,0.496,0.14800000000000002,0.116,1.918,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Bulgaria,100,4.933,1.054,1.515,0.7120000000000001,0.359,0.009000000000000001,0.064,1.2199999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Turkey,69,5.5,1.1982743740081798,1.33775317668915,0.6376056075096129,0.300740599632263,0.0996715798974037,0.0466930419206619,1.8792616203427284,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Taiwan,26,6.441,1.365,1.436,0.857,0.418,0.078,0.151,2.1359999999999992,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Sudan,118,4.55,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20808,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Belarus,61,5.8020000000000005,1.1306200000000002,1.04993,0.6310399999999999,0.29091,0.17457,0.13942000000000002,2.3855100000000005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Uruguay,33,6.292999999999998,1.124,1.465,0.8909999999999999,0.523,0.15,0.127,2.012999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Estonia,66,5.61100006103516,1.3208793401718102,1.47667109966278,0.695168316364288,0.479131430387497,0.18324892222881306,0.0988908112049103,1.3570101410150617,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Kenya,122,4.356,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,1.88356,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Trinidad and Tobago,41,6.167999999999998,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2.26912,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Somaliland region,91,5.057,0.18847,0.95152,0.43873,0.46582,0.39928,0.5031800000000001,2.1099999999999994,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Ecuador,50,6.028,0.912,1.3119999999999998,0.868,0.498,0.087,0.126,2.225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Russia,64,5.716,1.13764,1.23617,0.6692600000000001,0.36679,0.03005,0.00199,2.2741,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Nigeria,78,5.268,0.65435,0.90432,0.16007000000000002,0.34334000000000003,0.0403,0.27233,2.8932899999999995,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Slovakia,39,6.172999999999999,1.21,1.537,0.7759999999999999,0.354,0.014,0.118,2.164,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Ghana,131,4.11999988555908,0.667224824428558,0.873664736747742,0.29563772678375205,0.423026293516159,0.0253363698720932,0.25692394375801103,1.5781859904527649,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Mongolia,100,4.874,0.82819,1.3006,0.60268,0.43626,0.026660000000000003,0.3323,1.3473099999999998,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Brazil,22,6.63500022888184,1.10735321044922,1.43130600452423,0.6165523529052729,0.437453746795654,0.111092761158943,0.16234989464282998,2.7688922584056903,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Belarus,67,5.5689997673034695,1.15655755996704,1.4449452161788898,0.6377142667770389,0.295400261878967,0.156313821673393,0.15513750910759,1.722931131720551,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
United States,15,7.119,1.39451,1.24711,0.86179,0.54604,0.1589,0.40105,2.5096,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Ivory Coast,151,3.655,0.46534,0.77115,0.15185,0.46866,0.17922000000000002,0.20165,1.4171299999999998,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Congo (Kinshasa),132,4.245,0.069,1.136,0.204,0.312,0.052000000000000005,0.197,2.2750000000000004,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Mongolia,94,5.125,0.914,1.517,0.575,0.395,0.032,0.253,1.4389999999999996,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Kyrgyzstan,77,5.2860000000000005,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2323000000000004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Sierra Leone,123,4.507,0.33024000000000003,0.95571,0.0,0.4084,0.08786000000000001,0.21488,2.50991,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Chile,25,6.476,1.131,1.331,0.8079999999999999,0.431,0.061,0.197,2.5170000000000003,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Burundi,157,2.905,0.0153,0.41587,0.22396,0.1185,0.10062,0.19727,1.83348,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Northern Cyprus,58,5.835,1.229,1.211,0.909,0.495,0.154,0.179,1.6579999999999997,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Guatemala,30,6.3820000000000014,0.7809999999999999,1.268,0.608,0.604,0.071,0.179,2.8710000000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
New Zealand,8,7.31400012969971,1.40570604801178,1.54819512367249,0.816759705543518,0.6140621304512021,0.38281670212745705,0.500005125999451,2.0464552938938123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sweden,9,7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.384398728609085,0.38539925217628496,2.0978532433509867,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Mozambique,123,4.417,0.198,0.902,0.173,0.531,0.158,0.206,2.249,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Latvia,53,5.94,1.187,1.465,0.812,0.264,0.064,0.075,2.0729999999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tunisia,98,5.045,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,2.68375,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cyprus,69,5.546,1.31857,0.70697,0.8488,0.29507,0.052279999999999986,0.27906,2.04525,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Macedonia,95,5.121,1.0193,0.78236,0.6473800000000001,0.27668000000000004,0.07047,0.23507,2.089740000000001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Costa Rica,12,7.167000000000002,1.034,1.4409999999999998,0.963,0.5579999999999999,0.093,0.14400000000000002,2.934000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Kazakhstan,54,5.855,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.2470700000000003,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Iraq,112,4.575,1.07474,0.59205,0.51076,0.24856,0.13635999999999998,0.19589,1.8166400000000005,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Taiwan,38,6.297999999999999,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,2.3230999999999997,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Denmark,3,7.527,1.32548,1.36058,0.87464,0.6493800000000001,0.48357,0.34139,2.4919600000000006,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Mauritania,130,4.2010000000000005,0.6139100000000001,0.8414200000000001,0.28639000000000003,0.1268,0.17955,0.22686,1.9260700000000008,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Cyprus,61,5.7620000000000005,1.229,1.1909999999999998,0.909,0.423,0.035,0.202,1.7730000000000006,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Afghanistan,153,3.575,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,1.95255,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Egypt,122,4.419,0.885,1.025,0.5529999999999999,0.312,0.107,0.092,1.4449999999999994,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Albania,95,4.959,0.8786700000000001,0.8043399999999999,0.81325,0.35733000000000004,0.06412999999999999,0.14272,1.8985599999999996,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Yemen,151,3.38,0.287,1.163,0.463,0.14300000000000002,0.077,0.108,1.1389999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Kenya,121,4.509,0.512,0.983,0.581,0.431,0.053,0.3720000000000001,1.5769999999999995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Luxembourg,18,6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.31883442401886,0.283180981874466,1.6197398602962467,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
France,29,6.575,1.27778,1.2603799999999998,0.94579,0.55011,0.20646,0.12332,2.2111600000000013,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Pakistan,80,5.26900005340576,0.7268835306167599,0.6726906895637509,0.402047783136368,0.23521526157856,0.124348066747189,0.3154460191726681,2.7923687025904638,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Venezuela,44,6.084,1.1336700000000002,1.03302,0.6190399999999999,0.19847,0.08304,0.0425,2.97426,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Taiwan,34,6.379,1.39729,0.92624,0.79565,0.32377,0.0663,0.25495,2.6148,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Serbia,73,5.39499998092651,1.06931757926941,1.2581897974014298,0.65078467130661,0.20871552824974104,0.0409037806093693,0.22012588381767295,1.9469627402722764,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Uzbekistan,49,5.987,0.7359100000000001,1.1681,0.50163,0.60848,0.28333,0.34326,2.34629,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Algeria,38,6.355,1.05266,0.83309,0.6180399999999999,0.21006,0.16157,0.07044,3.409140000000001,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Austria,13,7.00600004196167,1.48709726333618,1.4599449634552,0.8153284192085269,0.567766189575195,0.22106036543846105,0.316472321748734,2.138330519199372,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
India,140,4.015,0.755,0.765,0.588,0.498,0.085,0.2,1.1239999999999997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Tunisia,124,4.461,0.921,1.0,0.815,0.16699999999999998,0.055,0.059,1.4440000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Belgium,16,6.9270000000000005,1.324,1.483,0.894,0.583,0.24,0.188,2.215,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Canada,9,7.278,1.365,1.505,1.039,0.584,0.308,0.285,2.1919999999999997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Denmark,2,7.6,1.383,1.5730000000000002,0.996,0.5920000000000001,0.41,0.252,2.3939999999999992,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Turkmenistan,70,5.547999999999999,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,1.8696599999999988,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Austria,13,7.2,1.33723,1.29704,0.8904200000000001,0.62433,0.18676,0.33088,2.533340000000001,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
China,84,5.14,0.89012,0.94675,0.81658,0.5169699999999999,0.02781,0.08185,1.8599199999999996,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Tajikistan,96,5.04099988937378,0.524713635444641,1.27146327495575,0.5292351245880129,0.471566706895828,0.14637714624404902,0.24899764358997306,1.8486463576555259,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Kuwait,45,6.082999999999998,1.474,1.301,0.675,0.5539999999999999,0.106,0.16699999999999998,1.8059999999999992,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Colombia,37,6.26,0.96,1.439,0.635,0.531,0.039,0.099,2.5569999999999995,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
South Africa,116,4.459,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,1.6426599999999998,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Myanmar,131,4.36,0.71,1.181,0.555,0.525,0.172,0.5660000000000001,0.6509999999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Suriname,40,6.269,0.99534,0.972,0.6082,0.5965699999999999,0.13633,0.16990999999999998,2.7906500000000003,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Ethiopia,115,4.508,0.29283000000000003,0.37932,0.34578000000000003,0.36703,0.1717,0.29522,2.65612,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Puerto Rico,15,7.039,1.35943,1.08113,0.77758,0.46823,0.12275,0.22202,3.00786,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Benin,153,3.484,0.39499,0.10419,0.21028,0.39747,0.06681000000000001,0.2018,2.10846,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Madagascar,144,3.64400005340576,0.305808693170547,0.9130203723907472,0.375223308801651,0.18919676542282104,0.0672319754958153,0.208732530474663,1.5847864076495153,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Vietnam,95,5.103,0.715,1.365,0.7020000000000001,0.618,0.079,0.177,1.4469999999999996,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Czech Republic,27,6.596,1.30915,1.00793,0.76376,0.41418,0.03986,0.09929,2.9618300000000004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Jordan,101,4.9060000000000015,0.8370000000000001,1.225,0.815,0.383,0.13,0.11,1.4060000000000006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Costa Rica,14,7.0870000000000015,1.06879,1.02152,0.76146,0.55225,0.10547,0.22553,3.351980000000001,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Spain,30,6.354,1.286,1.484,1.062,0.362,0.079,0.153,1.9280000000000008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Rwanda,152,3.515,0.32846,0.6158600000000001,0.31865,0.5432,0.50521,0.23552,0.9680999999999996,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Estonia,73,5.4289999999999985,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.5882199999999993,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
United States,18,6.886,1.398,1.471,0.8190000000000001,0.547,0.133,0.29100000000000004,2.2270000000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Afghanistan,154,3.2030000000000003,0.35,0.517,0.361,0.0,0.025,0.158,1.7920000000000005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Laos,99,4.876,0.5906600000000001,0.73803,0.54909,0.59591,0.24249,0.42192,1.7379000000000002,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Croatia,62,5.759,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2.7545999999999986,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Singapore,22,6.739,1.64555,0.8675799999999999,0.94719,0.4877,0.46987,0.32706,1.99405,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Burkina Faso,115,4.587,0.331,1.056,0.38,0.255,0.113,0.177,2.275,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Ethiopia,119,4.46000003814697,0.339233845472336,0.8646692037582401,0.353409707546234,0.408842742443085,0.16545571386814098,0.31265074014663696,2.015738084912297,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Vietnam,94,5.07399988174438,0.7885475754737851,1.27749133110046,0.6521689891815191,0.571055591106415,0.0876332372426987,0.234968051314354,1.4621351063251486,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
India,122,4.31500005722046,0.7922212481498722,0.754372596740723,0.455427616834641,0.469987004995346,0.0922268852591515,0.23153848946094505,1.5192262157797811,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Jamaica,56,5.89,0.831,1.4780000000000002,0.831,0.49,0.028,0.107,2.125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mauritania,124,4.436,0.45407,0.86908,0.35874,0.24232,0.17461,0.219,2.1181799999999997,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Tunisia,107,4.739,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12508,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Niger,144,3.845,0.0694,0.77265,0.29707,0.47692,0.15639,0.19387,1.8787000000000005,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Tajikistan,100,4.996,0.48835,0.75602,0.5311899999999999,0.43408,0.13509000000000002,0.25998000000000004,2.39129,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Yemen,136,4.077,0.5464899999999999,0.68093,0.40064,0.35571,0.07854,0.09131,1.92338,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Japan,54,5.915,1.294,1.462,0.988,0.5529999999999999,0.15,0.079,1.3889999999999991,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Tanzania,153,3.303,0.455,0.991,0.381,0.481,0.097,0.27,0.6280000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Botswana,128,4.332,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,1.4617499999999994,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Belize,50,5.955999851226809,0.907975316047668,1.08141779899597,0.450191766023636,0.5475093722343439,0.0965810716152191,0.24001564085483604,2.6323088854551355,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Japan,46,5.987,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.6842300000000003,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Austria,10,7.246,1.376,1.475,1.016,0.532,0.226,0.244,2.3770000000000007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
